Year,City,Sport,Athlete,Country,Medal
[1896, ATHENS, Aquatics, HAJOS Alfred, HUN, gold]
[1896, ATHENS, Aquatics, DRIVAS Dimitrios, GRE, bronze]
[1896, ATHENS, Aquatics, MALOKINIS Ioannis, GRE, gold]
[1896, ATHENS, Aquatics, CHASAPIS Spiridon, GRE, silver]
[1896, ATHENS, Aquatics, CHOROPHAS Efstathios, GRE, bronze]
[1896, ATHENS, Aquatics, HAJOS Alfred, HUN, gold]
[1896, ATHENS, Aquatics, ANDREOU Joannis, GRE, silver]
[1896, ATHENS, Aquatics, CHOROPHAS Efstathios, GRE, bronze]
[1896, ATHENS, Aquatics, NEUMANN Paul, AUT, gold]
[1896, ATHENS, Aquatics, PEPANOS Antonios, GRE, silver]
[1896, ATHENS, Athletics, LANE Francis, USA, bronze]
[1896, ATHENS, Athletics, SZOKOLYI Alajos, HUN, bronze]
[1896, ATHENS, Athletics, BURKE Thomas, USA, gold]
[1896, ATHENS, Athletics, HOFMANN Fritz, GER, silver]
[1896, ATHENS, Athletics, CURTIS Thomas, USA, gold]
[1896, ATHENS, Athletics, GOULDING Grantley, GBR, silver]
[1896, ATHENS, Athletics, LERMUSIAUX Albin, FRA, bronze]
[1896, ATHENS, Athletics, FLACK Edwin, AUS, gold]
[1896, ATHENS, Athletics, BLAKE Arthur, USA, silver]
[1896, ATHENS, Athletics, GMELIN Charles, GBR, bronze]
[1896, ATHENS, Athletics, BURKE Thomas, USA, gold]
[1896, ATHENS, Athletics, JAMISON Herbert, USA, silver]
[1896, ATHENS, Athletics, GOLEMIS Dimitrios, GRE, bronze]
[1896, ATHENS, Athletics, FLACK Edwin, AUS, gold]
[1896, ATHENS, Athletics, DANI Nandor, HUN, silver]
[1896, ATHENS, Athletics, VERSIS Sotirios, GRE, bronze]
[1896, ATHENS, Athletics, GARRETT Robert, USA, gold]
[1896, ATHENS, Athletics, PARASKEVOPOULOS Panagiotis, GRE, silver]
[1896, ATHENS, Athletics, CLARK Ellery, USA, gold]
[1896, ATHENS, Athletics, CONNOLLY James, USA, silver]
[1896, ATHENS, Athletics, GARRETT Robert, USA, silver]
[1896, ATHENS, Athletics, CONNOLLY James, USA, bronze]
[1896, ATHENS, Athletics, CLARK Ellery, USA, gold]
[1896, ATHENS, Athletics, GARRETT Robert, USA, silver]
[1896, ATHENS, Athletics, KELLNER Gyula, HUN, bronze]
[1896, ATHENS, Athletics, LOUIS Spyridon, GRE, gold]
[1896, ATHENS, Athletics, VASILAKOS Kharilaos, GRE, silver]
[1896, ATHENS, Athletics, DAMASKOS Evangelos, GRE, bronze]
[1896, ATHENS, Athletics, THEODOROPOULOS Ioannis, GRE, bronze]
[1896, ATHENS, Athletics, HOYT William Welles, USA, gold]
[1896, ATHENS, Athletics, TYLER Albert, USA, silver]
[1896, ATHENS, Athletics, PAPASIDERIS Georgios, GRE, bronze]
[1896, ATHENS, Athletics, GARRETT Robert, USA, gold]
[1896, ATHENS, Athletics, GOUSKOS Miltiadis, GRE, silver]
[1896, ATHENS, Athletics, PERSAKIS Ioannis, GRE, bronze]
[1896, ATHENS, Athletics, CONNOLLY James, USA, gold]
[1896, ATHENS, Athletics, TUFFERI Alexandre, FRA, silver]
[1896, ATHENS, Cycling, BATTEL Edward, GBR, bronze]
[1896, ATHENS, Cycling, KONSTANTINIDIS Aristidis, GRE, gold]
[1896, ATHENS, Cycling, GOEDRICH August, GER, silver]
[1896, ATHENS, Cycling, FLAMENG Léon, FRA, gold]
[1896, ATHENS, Cycling, KOLETTIS Georgios, GRE, silver]
[1896, ATHENS, Cycling, SCHMAL Adolf, AUT, bronze]
[1896, ATHENS, Cycling, MASSON Paul, FRA, gold]
[1896, ATHENS, Cycling, FLAMENG Léon, FRA, silver]
[1896, ATHENS, Cycling, SCHMAL Adolf, AUT, gold]
[1896, ATHENS, Cycling, KEEPING Frank, GBR, silver]
[1896, ATHENS, Cycling, SCHMAL Adolf, AUT, bronze]
[1896, ATHENS, Cycling, MASSON Paul, FRA, gold]
[1896, ATHENS, Cycling, NIKOLOPOULOS Stamatios, GRE, silver]
[1896, ATHENS, Cycling, FLAMENG Léon, FRA, bronze]
[1896, ATHENS, Cycling, MASSON Paul, FRA, gold]
[1896, ATHENS, Cycling, NIKOLOPOULOS Stamatios, GRE, silver]
[1896, ATHENS, Fencing, PIERRAKOS-MAVROMICHALIS Perikles, GRE, bronze]
[1896, ATHENS, Fencing, GRAVELOTTE Eugène-Henri, FRA, gold]
[1896, ATHENS, Fencing, CALLOT Henri, FRA, silver]
[1896, ATHENS, Fencing, PYRGOS Leonidas, GRE, gold]
[1896, ATHENS, Fencing, PERRONNET Maurice, FRA, silver]
[1896, ATHENS, Fencing, NIELSEN Holger, DEN, bronze]
[1896, ATHENS, Fencing, GEORGIADIS Ioannis, GRE, gold]
[1896, ATHENS, Fencing, KARAKALOS Telemachos, GRE, silver]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, gold]
[1896, ATHENS, Gymnastics, FLATOW Alfred, GER, silver]
[1896, ATHENS, Gymnastics, FLATOW Alfred, GER, gold]
[1896, ATHENS, Gymnastics, ZUTTER Louis, SUI, silver]
[1896, ATHENS, Gymnastics, ZUTTER Louis, SUI, gold]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, silver]
[1896, ATHENS, Gymnastics, PERSAKIS Petros, GRE, bronze]
[1896, ATHENS, Gymnastics, MITROPOULOS Ioannis, GRE, gold]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, silver]
[1896, ATHENS, Gymnastics, HOFMANN Fritz, GER, bronze]
[1896, ATHENS, Gymnastics, ANDRIAKOPOULOS Nicolaos, GRE, gold]
[1896, ATHENS, Gymnastics, XENAKIS Thomasios, GRE, silver]
[1896, ATHENS, Gymnastics, BÖCKER Konrad, GER, gold]
[1896, ATHENS, Gymnastics, FLATOW Alfred, GER, gold]
[1896, ATHENS, Gymnastics, FLATOW Gustav Felix, GER, gold]
[1896, ATHENS, Gymnastics, HILMAR Georg, GER, gold]
[1896, ATHENS, Gymnastics, HOFMANN Fritz, GER, gold]
[1896, ATHENS, Gymnastics, MANTEUFFEL Fritz, GER, gold]
[1896, ATHENS, Gymnastics, NEUKIRCH Karl, GER, gold]
[1896, ATHENS, Gymnastics, RÖSTEL Richard, GER, gold]
[1896, ATHENS, Gymnastics, SCHUFT Gustav, GER, gold]
[1896, ATHENS, Gymnastics, SCHUMANN Carl, GER, gold]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, gold]
[1896, ATHENS, Gymnastics, CHRYSAPHIS Ioannis, GRE, bronze]
[1896, ATHENS, Gymnastics, KARVELAS Phillippos, GRE, bronze]
[1896, ATHENS, Gymnastics, LOUNDRAS Dimitrios, GRE, bronze]
[1896, ATHENS, Gymnastics, MITROPOULOS Ioannis, GRE, bronze]
[1896, ATHENS, Gymnastics, BÖCKER Konrad, GER, gold]
[1896, ATHENS, Gymnastics, FLATOW Alfred, GER, gold]
[1896, ATHENS, Gymnastics, FLATOW Gustav Felix, GER, gold]
[1896, ATHENS, Gymnastics, HILMAR Georg, GER, gold]
[1896, ATHENS, Gymnastics, HOFMANN Fritz, GER, gold]
[1896, ATHENS, Gymnastics, MANTEUFFEL Fritz, GER, gold]
[1896, ATHENS, Gymnastics, NEUKIRCH Karl, GER, gold]
[1896, ATHENS, Gymnastics, RÖSTEL Richard, GER, gold]
[1896, ATHENS, Gymnastics, SCHUFT Gustav, GER, gold]
[1896, ATHENS, Gymnastics, SCHUMANN Carl, GER, gold]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, gold]
[1896, ATHENS, Gymnastics, ANDRIAKOPOULOS Nicolaos, GRE, silver]
[1896, ATHENS, Gymnastics, ATHANASOPOULOS Spyros, GRE, silver]
[1896, ATHENS, Gymnastics, PERSAKIS Petros, GRE, silver]
[1896, ATHENS, Gymnastics, XENAKIS Thomasios, GRE, silver]
[1896, ATHENS, Gymnastics, WEINGÄRTNER Hermann, GER, bronze]
[1896, ATHENS, Gymnastics, SCHUMANN Carl, GER, gold]
[1896, ATHENS, Gymnastics, ZUTTER Louis, SUI, silver]
[1896, ATHENS, Shooting, MORAKIS Nikolaos, GRE, bronze]
[1896, ATHENS, Shooting, PAINE John, USA, gold]
[1896, ATHENS, Shooting, PAINE Sumner, USA, silver]
[1896, ATHENS, Shooting, NIELSEN Holger, DEN, bronze]
[1896, ATHENS, Shooting, PHRANGOUDIS Joannis, GRE, gold]
[1896, ATHENS, Shooting, ORPHANIDIS Georgios, GRE, silver]
[1896, ATHENS, Shooting, PHRANGOUDIS Joannis, GRE, bronze]
[1896, ATHENS, Shooting, PAINE Sumner, USA, gold]
[1896, ATHENS, Shooting, NIELSEN Holger, DEN, silver]
[1896, ATHENS, Shooting, TRIKUPIS Nicolaos, GRE, bronze]
[1896, ATHENS, Shooting, KARASEVDAS Pantelis, GRE, gold]
[1896, ATHENS, Shooting, PAVLIDIS Pavlos, GRE, silver]
[1896, ATHENS, Shooting, JENSEN Viggo, DEN, bronze]
[1896, ATHENS, Shooting, ORPHANIDIS Georgios, GRE, gold]
[1896, ATHENS, Shooting, PHRANGOUDIS Joannis, GRE, silver]
[1896, ATHENS, Tennis, FLACK Edwin, ZZX, bronze]
[1896, ATHENS, Tennis, ROBERTSON George Stuart, ZZX, bronze]
[1896, ATHENS, Tennis, BOLAND John, ZZX, gold]
[1896, ATHENS, Tennis, TRAUN Friedrich, ZZX, gold]
[1896, ATHENS, Tennis, KASDAGLIS Dionysios, ZZX, silver]
[1896, ATHENS, Tennis, PETROKOKKINOS Demetrios, ZZX, silver]
[1896, ATHENS, Tennis, PASPATIS Konstantinos, GRE, bronze]
[1896, ATHENS, Tennis, TAPAVICZA Momcsillo, HUN, bronze]
[1896, ATHENS, Tennis, BOLAND John, GBR, gold]
[1896, ATHENS, Tennis, KASDAGLIS Dionysios, GRE, silver]
[1896, ATHENS, Weightlifting, NIKOLOPOULOS Alexandros, GRE, bronze]
[1896, ATHENS, Weightlifting, ELLIOTT Launceston, GBR, gold]
[1896, ATHENS, Weightlifting, JENSEN Viggo, DEN, silver]
[1896, ATHENS, Weightlifting, VERSIS Sotirios, GRE, bronze]
[1896, ATHENS, Weightlifting, JENSEN Viggo, DEN, gold]
[1896, ATHENS, Weightlifting, ELLIOTT Launceston, GBR, silver]
[1896, ATHENS, Wrestling, CHRISTOPOULOS Stephanos, GRE, bronze]
[1896, ATHENS, Wrestling, SCHUMANN Carl, GER, gold]
[1896, ATHENS, Wrestling, TSITAS Georgios, GRE, silver]
[1900, PARIS, Aquatics, HALMAY Zoltan, HUN, bronze]
[1900, PARIS, Aquatics, JARVIS John Arthur, GBR, gold]
[1900, PARIS, Aquatics, WAHLE Otto, AUT, silver]
[1900, PARIS, Aquatics, DROST Johannes, NED, bronze]
[1900, PARIS, Aquatics, HOPPENBERG Ernst, GER, gold]
[1900, PARIS, Aquatics, RUBERL Karl, AUT, silver]
[1900, PARIS, Aquatics, RUBERL Karl, AUT, bronze]
[1900, PARIS, Aquatics, LANE Frederick C.V., AUS, gold]
[1900, PARIS, Aquatics, HALMAY Zoltan, HUN, silver]
[1900, PARIS, Aquatics, KEMP Peter, GBR, bronze]
[1900, PARIS, Aquatics, LANE Frederick C.V., AUS, gold]
[1900, PARIS, Aquatics, WAHLE Otto, AUT, silver]
[1900, PARIS, Aquatics, HOUBEN, FRA, bronze]
[1900, PARIS, Aquatics, LEUILLIEUX Jean, FRA, bronze]
[1900, PARIS, Aquatics, MARTIN Louis, FRA, bronze]
[1900, PARIS, Aquatics, MERCHEZ Désiré, FRA, bronze]
[1900, PARIS, Aquatics, TARTARA, FRA, bronze]
[1900, PARIS, Aquatics, FREY Julius, GER, gold]
[1900, PARIS, Aquatics, HAINLE Max, GER, gold]
[1900, PARIS, Aquatics, HOPPENBERG Ernst, GER, gold]
[1900, PARIS, Aquatics, SCHÖNE Max, GER, gold]
[1900, PARIS, Aquatics, VON PETERSDORFF Herbert, GER, gold]
[1900, PARIS, Aquatics, BERTRAND, FRA, silver]
[1900, PARIS, Aquatics, CADET, FRA, silver]
[1900, PARIS, Aquatics, HOCHEPIED Maurice, FRA, silver]
[1900, PARIS, Aquatics, HOCHEPIED Victor, FRA, silver]
[1900, PARIS, Aquatics, VERBECKE, FRA, silver]
[1900, PARIS, Aquatics, MARTIN Louis, FRA, bronze]
[1900, PARIS, Aquatics, JARVIS John Arthur, GBR, gold]
[1900, PARIS, Aquatics, HALMAY Zoltan, HUN, silver]
[1900, PARIS, Aquatics, LYKKEBERG Peder, DEN, bronze]
[1900, PARIS, Aquatics, DE VENDEVILLE Charles, FRA, gold]
[1900, PARIS, Aquatics, SIX André, FRA, silver]
[1900, PARIS, Aquatics, BURGESS Thomas, FRA, bronze]
[1900, PARIS, Aquatics, COULON, FRA, bronze]
[1900, PARIS, Aquatics, DECUYPER Alphonse, FRA, bronze]
[1900, PARIS, Aquatics, DEVENOT, FRA, bronze]
[1900, PARIS, Aquatics, FARDELLE, FRA, bronze]
[1900, PARIS, Aquatics, FAVIER, FRA, bronze]
[1900, PARIS, Aquatics, LAUFRAY Louis, FRA, bronze]
[1900, PARIS, Aquatics, LERICHE, FRA, bronze]
[1900, PARIS, Aquatics, MARTIN Louis, FRA, bronze]
[1900, PARIS, Aquatics, MERCHEZ Désiré, FRA, bronze]
[1900, PARIS, Aquatics, PESLIER Henri, FRA, bronze]
[1900, PARIS, Aquatics, PESLOY, FRA, bronze]
[1900, PARIS, Aquatics, TREFFEL Charles, FRA, bronze]
[1900, PARIS, Aquatics, VASSEUR Paul, FRA, bronze]
[1900, PARIS, Aquatics, COE Thomas, GBR, gold]
[1900, PARIS, Aquatics, DERBYSHIRE John Henry, GBR, gold]
[1900, PARIS, Aquatics, KEMP Peter, GBR, gold]
[1900, PARIS, Aquatics, LISTER William, GBR, gold]
[1900, PARIS, Aquatics, ROBERTSON Arthur, GBR, gold]
[1900, PARIS, Aquatics, ROBINSON Eric, GBR, gold]
[1900, PARIS, Aquatics, WILKINSON George, GBR, gold]
[1900, PARIS, Aquatics, COHEN Henri, BEL, silver]
[1900, PARIS, Aquatics, DE BACKER Jean, BEL, silver]
[1900, PARIS, Aquatics, DE BEHR Victor, BEL, silver]
[1900, PARIS, Aquatics, FEYAERTS Fernand, BEL, silver]
[1900, PARIS, Aquatics, GREGOIRE Oscar, BEL, silver]
[1900, PARIS, Aquatics, MICHANT Albert, BEL, silver]
[1900, PARIS, Aquatics, SONNEMANS Victor, BEL, silver]
[1900, PARIS, Archery, PETIT Charles Frédéric, FRA, bronze]
[1900, PARIS, Archery, VAN INNIS Hubert, BEL, gold]
[1900, PARIS, Archery, THIBAUD Victor, FRA, silver]
[1900, PARIS, Archery, MERCIER Emile, FRA, bronze]
[1900, PARIS, Archery, MOUGIN Eugène, FRA, gold]
[1900, PARIS, Archery, HELLE Henri, FRA, silver]
[1900, PARIS, Archery, PETIT Charles Frédéric, FRA, bronze]
[1900, PARIS, Archery, VAN INNIS Hubert, BEL, gold]
[1900, PARIS, Archery, THIBAUD Victor, FRA, silver]
[1900, PARIS, Archery, FISSEUX Emile, FRA, bronze]
[1900, PARIS, Archery, HEROUIN Henri, FRA, gold]
[1900, PARIS, Archery, VAN INNIS Hubert, BEL, silver]
[1900, PARIS, Archery, FOULON Emmanuel, BEL, gold]
[1900, PARIS, Archery, DRUART Jr., BEL, silver]
[1900, PARIS, Archery, SERRURIER Auguste, FRA, silver]
[1900, PARIS, Archery, GLINEUX Louis, BEL, bronze]
[1900, PARIS, Archery, GRUMIAUX Emile, FRA, gold]
[1900, PARIS, Archery, SERRURIER Auguste, FRA, silver]
[1900, PARIS, Athletics, ROWLEY Stanley, AUS, bronze]
[1900, PARIS, Athletics, JARVIS Francis, USA, gold]
[1900, PARIS, Athletics, TEWKSBURY Walter B. John, USA, silver]
[1900, PARIS, Athletics, MOLONEY Frederick, USA, bronze]
[1900, PARIS, Athletics, KRAENZLEIN Alvin, USA, gold]
[1900, PARIS, Athletics, MCLEAN John, USA, silver]
[1900, PARIS, Athletics, BRAY John, USA, bronze]
[1900, PARIS, Athletics, BENNETT Charles, GBR, gold]
[1900, PARIS, Athletics, DELOGE Henri, FRA, silver]
[1900, PARIS, Athletics, ROWLEY Stanley, AUS, bronze]
[1900, PARIS, Athletics, TEWKSBURY Walter B. John, USA, gold]
[1900, PARIS, Athletics, PRITCHARD Norman, IND, silver]
[1900, PARIS, Athletics, TEWKSBURY Walter B. John, USA, bronze]
[1900, PARIS, Athletics, KRAENZLEIN Alvin, USA, gold]
[1900, PARIS, Athletics, PRITCHARD Norman, IND, silver]
[1900, PARIS, Athletics, CHASTANIE Jacques, FRA, bronze]
[1900, PARIS, Athletics, ORTON George, CAN, gold]
[1900, PARIS, Athletics, ROBINSON Sidney, GBR, silver]
[1900, PARIS, Athletics, ROBINSON Sidney, GBR, bronze]
[1900, PARIS, Athletics, RIMMER John, GBR, gold]
[1900, PARIS, Athletics, BENNETT Charles, GBR, silver]
[1900, PARIS, Athletics, SCHULTZ Ernst, DEN, bronze]
[1900, PARIS, Athletics, LONG Maxwell W.Maxey, USA, gold]
[1900, PARIS, Athletics, HOLLAND William, USA, silver]
[1900, PARIS, Athletics, ORTON George, CAN, bronze]
[1900, PARIS, Athletics, TEWKSBURY Walter B. John, USA, gold]
[1900, PARIS, Athletics, TAUZIN Henri, FRA, silver]
[1900, PARIS, Athletics, BENNETT Charles, ZZX, gold]
[1900, PARIS, Athletics, RIMMER John, ZZX, gold]
[1900, PARIS, Athletics, ROBINSON Sidney, ZZX, gold]
[1900, PARIS, Athletics, ROWLEY Stanley, ZZX, gold]
[1900, PARIS, Athletics, TYSOE Alfred, ZZX, gold]
[1900, PARIS, Athletics, CASTANET André, FRA, silver]
[1900, PARIS, Athletics, CHAMPOUDRY Michel, FRA, silver]
[1900, PARIS, Athletics, CHASTANIE Jacques, FRA, silver]
[1900, PARIS, Athletics, DELOGE Henri, FRA, silver]
[1900, PARIS, Athletics, RAGUENEAU Gaston, FRA, silver]
[1900, PARIS, Athletics, ROWLEY Stanley, AUS, bronze]
[1900, PARIS, Athletics, KRAENZLEIN Alvin, USA, gold]
[1900, PARIS, Athletics, TEWKSBURY Walter B. John, USA, silver]
[1900, PARIS, Athletics, HALL David, USA, bronze]
[1900, PARIS, Athletics, TYSOE Alfred, GBR, gold]
[1900, PARIS, Athletics, CREGAN John, USA, silver]
[1900, PARIS, Athletics, SHELDON Richard, USA, bronze]
[1900, PARIS, Athletics, BAUER Rudolf, HUN, gold]
[1900, PARIS, Athletics, JANDA Frantisek, BOH, silver]
[1900, PARIS, Athletics, MCCRACKEN Josiah, USA, bronze]
[1900, PARIS, Athletics, FLANAGAN John Jesus, USA, gold]
[1900, PARIS, Athletics, HARE Thomas Truxton, USA, silver]
[1900, PARIS, Athletics, GÖNCZY Lajos, HUN, bronze]
[1900, PARIS, Athletics, BAXTER Irving, USA, gold]
[1900, PARIS, Athletics, LEAHY Patrick Joseph, GBR, silver]
[1900, PARIS, Athletics, SHELDON Lewis Pendleton, USA, bronze]
[1900, PARIS, Athletics, EWRY Ray, USA, gold]
[1900, PARIS, Athletics, BAXTER Irving, USA, silver]
[1900, PARIS, Athletics, LEAHY Patrick Joseph, GBR, bronze]
[1900, PARIS, Athletics, KRAENZLEIN Alvin, USA, gold]
[1900, PARIS, Athletics, PRINSTEIN Meyer, USA, silver]
[1900, PARIS, Athletics, TORCHEBOEUF Emile, FRA, bronze]
[1900, PARIS, Athletics, EWRY Ray, USA, gold]
[1900, PARIS, Athletics, BAXTER Irving, USA, silver]
[1900, PARIS, Athletics, FAST Ernst, SWE, bronze]
[1900, PARIS, Athletics, THEATO Michel, FRA, gold]
[1900, PARIS, Athletics, CHAMPION Emile, FRA, silver]
[1900, PARIS, Athletics, ANDERSEN Carl Albert, NOR, bronze]
[1900, PARIS, Athletics, BAXTER Irving, USA, gold]
[1900, PARIS, Athletics, COLKETT Meredith Bright, USA, silver]
[1900, PARIS, Athletics, GARRETT Robert, USA, bronze]
[1900, PARIS, Athletics, SHELDON Richard, USA, gold]
[1900, PARIS, Athletics, MCCRACKEN Josiah, USA, silver]
[1900, PARIS, Athletics, SHELDON Lewis Pendleton, USA, bronze]
[1900, PARIS, Athletics, PRINSTEIN Meyer, USA, gold]
[1900, PARIS, Athletics, CONNOLLY James, USA, silver]
[1900, PARIS, Athletics, GARRETT Robert, USA, bronze]
[1900, PARIS, Athletics, EWRY Ray, USA, gold]
[1900, PARIS, Athletics, BAXTER Irving, USA, silver]
[1900, PARIS, Basque Pelota, De AMEZOLA y ASPIZUA José, ESP, gold]
[1900, PARIS, Basque Pelota, VILLOTA BAQUIOLA Francisco, ESP, gold]
[1900, PARIS, Basque Pelota, DURQUETTY Maurice, FRA, silver]
[1900, PARIS, Basque Pelota, ETCHEGARAY, FRA, silver]
[1900, PARIS, Cricket, BEACHCROFT Charles, GBR, gold]
[1900, PARIS, Cricket, BIRKETT Arthur Ernest, GBR, gold]
[1900, PARIS, Cricket, BOWERMAN Alfred James, GBR, gold]
[1900, PARIS, Cricket, BUCKLEY George John, GBR, gold]
[1900, PARIS, Cricket, BURCHELL Francis Romulus, GBR, gold]
[1900, PARIS, Cricket, CHRISTIAN Frederick William, GBR, gold]
[1900, PARIS, Cricket, CORNER Harry Richard, GBR, gold]
[1900, PARIS, Cricket, CUMING Frederick Wlliam, GBR, gold]
[1900, PARIS, Cricket, DONNE William Stephen, GBR, gold]
[1900, PARIS, Cricket, POWLESLAND Alfred James, GBR, gold]
[1900, PARIS, Cricket, SYMES John, GBR, gold]
[1900, PARIS, Cricket, TOLLER Montagu Henry, GBR, gold]
[1900, PARIS, Cricket, ANDERSON W., FRA, silver]
[1900, PARIS, Cricket, ATTRILL W.T., FRA, silver]
[1900, PARIS, Cricket, BRAID J., FRA, silver]
[1900, PARIS, Cricket, BROWNING W., FRA, silver]
[1900, PARIS, Cricket, HORNE R., FRA, silver]
[1900, PARIS, Cricket, JORDAN T.H., FRA, silver]
[1900, PARIS, Cricket, MCEVOY A., FRA, silver]
[1900, PARIS, Cricket, ROBINSON D., FRA, silver]
[1900, PARIS, Cricket, ROQUES F., FRA, silver]
[1900, PARIS, Cricket, SCHNEIDAU A.J., FRA, silver]
[1900, PARIS, Cricket, TERRY Henry John, FRA, silver]
[1900, PARIS, Cricket, TOMALIN P.H., FRA, silver]
[1900, PARIS, Croquet, AUMOITTE, FRA, gold]
[1900, PARIS, Croquet, JOHIN, FRA, gold]
[1900, PARIS, Croquet, WAYDELICH, FRA, bronze]
[1900, PARIS, Croquet, AUMOITTE, FRA, gold]
[1900, PARIS, Croquet, JOHIN, FRA, silver]
[1900, PARIS, Croquet, SAUTREAU, FRA, bronze]
[1900, PARIS, Croquet, WAYDELICH, FRA, gold]
[1900, PARIS, Croquet, VIGNEROT, FRA, silver]
[1900, PARIS, Cycling, DAUMAIN ....., FRA, bronze]
[1900, PARIS, Cycling, BASTIEN Louis, FRA, gold]
[1900, PARIS, Cycling, HILDEBRAND Louis, FRA, silver]
[1900, PARIS, Cycling, LAKE John Henry, USA, bronze]
[1900, PARIS, Cycling, TAILLANDIER Georges, FRA, gold]
[1900, PARIS, Cycling, SANZ Fernand, FRA, silver]
[1900, PARIS, Equestrian, VAN DE POELE Georges, BEL, bronze]
[1900, PARIS, Equestrian, GARDERES Dominique Maximien, FRA, gold]
[1900, PARIS, Equestrian, TRISSINO Gian Giorgio, ITA, gold]
[1900, PARIS, Equestrian, DE CHAMPSAVIN Louis, FRA, bronze]
[1900, PARIS, Equestrian, HAEGEMAN Aimé, BEL, gold]
[1900, PARIS, Equestrian, VAN DE POELE Georges, BEL, silver]
[1900, PARIS, Equestrian, DE BELLEGARDE, FRA, bronze]
[1900, PARIS, Equestrian, VAN LANGHENDONCK Constant, BEL, gold]
[1900, PARIS, Equestrian, TRISSINO Gian Giorgio, ITA, silver]
[1900, PARIS, Fencing, SEE Léon, FRA, bronze]
[1900, PARIS, Fencing, FONST Ramon, CUB, gold]
[1900, PARIS, Fencing, PERREE Louis, FRA, silver]
[1900, PARIS, Fencing, SEE Léon, FRA, bronze]
[1900, PARIS, Fencing, AYAT Albert, FRA, gold]
[1900, PARIS, Fencing, FONST Ramon, CUB, silver]
[1900, PARIS, Fencing, LAURENT Henri, FRA, bronze]
[1900, PARIS, Fencing, AYAT Albert, FRA, gold]
[1900, PARIS, Fencing, BOUGNOL Emile, FRA, silver]
[1900, PARIS, Fencing, BOULENGER Marcel Jacques, FRA, bronze]
[1900, PARIS, Fencing, COSTE Emile, FRA, gold]
[1900, PARIS, Fencing, MASSON Henri, FRA, silver]
[1900, PARIS, Fencing, MIMIAGUE Jean-Baptiste, FRA, bronze]
[1900, PARIS, Fencing, MERIGNAC Lucien, FRA, gold]
[1900, PARIS, Fencing, KIRCHHOFFER Alphonse, FRA, silver]
[1900, PARIS, Fencing, FLESCH Siegfried, AUT, bronze]
[1900, PARIS, Fencing, DE LA FALAISE Georges, FRA, gold]
[1900, PARIS, Fencing, THIEBAUT Léon, FRA, silver]
[1900, PARIS, Fencing, NERALIC Milan, AUT, bronze]
[1900, PARIS, Fencing, CONTE Antonio, ITA, gold]
[1900, PARIS, Fencing, SANTELLI Italo, ITA, silver]
[1900, PARIS, Football, DELBECQUE Albert, BEL, bronze]
[1900, PARIS, Football, KELECOM R., BEL, bronze]
[1900, PARIS, Football, LEBOUTTE Marcel, BEL, bronze]
[1900, PARIS, Football, LONDOT, BEL, bronze]
[1900, PARIS, Football, MOREAU Ernest, BEL, bronze]
[1900, PARIS, Football, NEEFS E., BEL, bronze]
[1900, PARIS, Football, PELGRIMS Georges, BEL, bronze]
[1900, PARIS, Football, RENIER Alphonse, BEL, bronze]
[1900, PARIS, Football, SPANNOGHE E., BEL, bronze]
[1900, PARIS, Football, THORNTON Erich, BEL, bronze]
[1900, PARIS, Football, VAN HEUCKELUM, BEL, bronze]
[1900, PARIS, Football, BUCKENHAM Claude Percy, GBR, gold]
[1900, PARIS, Football, BURRIDGE T.E., GBR, gold]
[1900, PARIS, Football, CHALK Alfred Ernest, GBR, gold]
[1900, PARIS, Football, GROSLING William Sullivan, GBR, gold]
[1900, PARIS, Football, HASLAM A., GBR, gold]
[1900, PARIS, Football, JONES J.H., GBR, gold]
[1900, PARIS, Football, NICHOLAS J., GBR, gold]
[1900, PARIS, Football, QUASH William Francis, GBR, gold]
[1900, PARIS, Football, SPACKMAN F.G., GBR, gold]
[1900, PARIS, Football, TURNER R.R., GBR, gold]
[1900, PARIS, Football, ZEALLEY James Edward, GBR, gold]
[1900, PARIS, Football, ALLEMANE Pierre, FRA, silver]
[1900, PARIS, Football, BACH, FRA, silver]
[1900, PARIS, Football, BLOCH Jean, FRA, silver]
[1900, PARIS, Football, CANELLE Fernand, FRA, silver]
[1900, PARIS, Football, DUPARC, FRA, silver]
[1900, PARIS, Football, FRAYSSE, FRA, silver]
[1900, PARIS, Football, GAILLARD, FRA, silver]
[1900, PARIS, Football, GARNIER René, FRA, silver]
[1900, PARIS, Football, GRANDJEAN, FRA, silver]
[1900, PARIS, Football, HUTEAU, FRA, silver]
[1900, PARIS, Football, LAMBERT, FRA, silver]
[1900, PARIS, Football, MACAIRE, FRA, silver]
[1900, PARIS, Football, PELTIER, FRA, silver]
[1900, PARIS, Golf, ROBERTSON David Donaldson, GBR, bronze]
[1900, PARIS, Golf, SANDS Charles Edward, USA, gold]
[1900, PARIS, Golf, RUTHERFORD Walter, GBR, silver]
[1900, PARIS, Golf, PRATT Daria, USA, bronze]
[1900, PARIS, Golf, ABBOTT Margaret Ives, USA, gold]
